,origin,time_hour,tailnum,year,month,day,dep_time,sched_dep_time,dep_delay,arr_delay,carrier,flight,dest,air_time,distance,hour,minute,seats,temp,dewp,humid,wind_dir,wind_speed,precip,pressure,visib,week_day,wknd,evening_rush_hour,wind_sin,wind_cos,precip_indic
546,JFK,2013-07-04 20:00,N348JB,2013,7,4,2000,2000,0,-19,B6,418,BOS,42,187,20,0,20,75.02,71.06,87.5,190,13.80936,0,1022.4,10,Thursday,FALSE,FALSE,-2.397970199,-13.59956479,FALSE
547,JFK,2013-07-04 21:00,N915XJ,2013,7,4,2143,2145,-2,-24,9E,3302,BOS,39,187,21,45,95,75.92,71.96,87.55,200,10.35702,0,1022.8,10,Thursday,FALSE,FALSE,-3.542309465,-9.732415267,FALSE
548,JFK,2013-07-04 23:00,N298JB,2013,7,4,2257,2300,-3,-16,B6,718,BOS,37,187,23,0,20,77,71.96,84.46,220,10.35702,0,1023.2,10,Thursday,FALSE,FALSE,-6.657364129,-7.933937618,FALSE
549,JFK,2013-07-05 6:00,N351JB,2013,7,5,640,645,-5,-1,B6,318,BOS,37,187,6,45,20,75.92,71.96,87.55,240,8.05546,0,1023.5,10,Friday,FALSE,FALSE,-6.976232999,-4.02773,FALSE
551,JFK,2013-07-05 9:00,N361NB,2013,7,5,909,915,-6,-28,DL,867,BOS,38,187,9,15,145,82.04,73.04,74.25,210,9.20624,0,1023.2,10,Friday,FALSE,FALSE,-4.60312,-7.972837713,FALSE
554,JFK,2013-07-05 12:00,N324JB,2013,7,5,1256,1255,1,-11,B6,1318,BOS,36,187,12,55,20,86,73.04,65.35,200,11.5078,0,1022.6,10,Friday,FALSE,FALSE,-3.935899405,-10.81379474,FALSE
555,JFK,2013-07-05 12:00,N344NB,2013,7,5,1155,1200,-5,-9,DL,1006,BOS,39,187,12,0,145,86,73.04,65.35,200,11.5078,0,1022.6,10,Friday,FALSE,FALSE,-3.935899405,-10.81379474,FALSE
556,JFK,2013-07-05 13:00,N281JB,2013,7,5,1507,1349,78,75,B6,118,BOS,40,187,13,49,20,84.02,73.04,69.64,180,12.65858,0,1022.2,10,Friday,FALSE,FALSE,1.55E-15,-12.65858,FALSE
557,JFK,2013-07-05 14:00,N711ZX,2013,7,5,1452,1455,-3,-18,DL,1164,BOS,35,187,14,55,178,82.94,71.96,69.53,170,14.96014,0,1021.9,10,Friday,FALSE,FALSE,2.597801049,-14.73286186,FALSE
558,JFK,2013-07-05 16:00,N324JB,2013,7,5,1631,1636,-5,-26,B6,918,BOS,38,187,16,36,20,82.94,71.96,69.53,180,16.11092,0,1020.3,10,Friday,FALSE,FALSE,1.97E-15,-16.11092,FALSE
560,JFK,2013-07-05 19:00,N901XJ,2013,7,5,2044,1935,69,40,9E,3385,BOS,35,187,19,35,95,78.98,69.98,73.97,190,10.35702,0,1019.5,10,Friday,FALSE,FALSE,-1.798477649,-10.19967359,FALSE
562,JFK,2013-07-05 20:00,N353JB,2013,7,5,1954,2000,-6,-16,B6,418,BOS,40,187,20,0,20,77,69.98,78.96,190,11.5078,0,1019.5,10,Friday,FALSE,FALSE,-1.998308499,-11.33297066,FALSE
563,JFK,2013-07-05 21:00,N322NB,2013,7,5,2140,2145,-5,-25,DL,985,BOS,43,187,21,45,145,77,69.98,78.96,190,9.20624,0,1020.3,10,Friday,FALSE,FALSE,-1.598646799,-9.066376528,FALSE
564,JFK,2013-07-05 23:00,N283JB,2013,7,5,2258,2305,-7,-18,B6,718,BOS,41,187,23,5,20,75.92,71.06,84.92,200,6.90468,0,1021,10,Friday,FALSE,FALSE,-2.361539643,-6.488276845,FALSE
566,JFK,2013-07-06 9:00,N322NB,2013,7,6,910,915,-5,-21,DL,867,BOS,39,187,9,15,145,84.92,73.94,69.73,240,9.20624,0,1020.4,10,Saturday,TRUE,FALSE,-7.972837713,-4.60312,FALSE
569,JFK,2013-07-06 12:00,N341NB,2013,7,6,1200,1200,0,11,DL,1006,BOS,38,187,12,0,145,91.04,71.96,53.73,230,18.41248,0,1019.5,10,Saturday,TRUE,FALSE,-14.10477799,-11.83531401,FALSE
572,JFK,2013-07-06 16:00,N341NB,2013,7,6,1621,1625,-4,-27,DL,402,BOS,42,187,16,25,145,87.08,71.96,60.88,190,12.65858,0,1017.9,10,Saturday,TRUE,FALSE,-2.198139349,-12.46626773,FALSE
575,JFK,2013-07-06 19:00,N910XJ,2013,7,6,1951,1929,22,-14,9E,3385,BOS,37,187,19,29,95,82.04,71.06,69.43,200,8.05546,0,1016.9,10,Saturday,TRUE,FALSE,-2.755129584,-7.569656319,FALSE
577,JFK,2013-07-06 20:00,N236JB,2013,7,6,2006,2010,-4,-31,B6,418,BOS,36,187,20,10,20,80.06,71.06,74.07,200,8.05546,0,1017.2,10,Saturday,TRUE,FALSE,-2.755129584,-7.569656319,FALSE
578,JFK,2013-07-06 21:00,N324JB,2013,7,6,2116,2125,-9,-27,B6,618,BOS,37,187,21,25,20,82.04,73.04,74.25,210,9.20624,0,1017.7,10,Saturday,TRUE,FALSE,-4.60312,-7.972837713,FALSE
580,JFK,2013-07-06 23:00,N323JB,2013,7,6,2302,2305,-3,35,B6,718,BOS,39,187,23,5,20,82.04,71.96,71.59,230,13.80936,0,1018.3,10,Saturday,TRUE,FALSE,-10.57858349,-8.876485506,FALSE
581,JFK,2013-07-07 6:00,N258JB,2013,7,7,644,645,-1,-2,B6,318,BOS,40,187,6,45,20,78.98,73.04,82.06,230,8.05546,0,1017.9,10,Sunday,TRUE,FALSE,-6.17084037,-5.177949878,FALSE
583,JFK,2013-07-07 9:00,N330NB,2013,7,7,906,915,-9,-26,DL,867,BOS,39,187,9,15,145,84.02,73.04,69.64,230,10.35702,0,1017.5,10,Sunday,TRUE,FALSE,-7.933937618,-6.657364129,FALSE
584,JFK,2013-07-07 10:00,N374JB,2013,7,7,1016,1017,-1,-12,B6,518,BOS,40,187,10,17,20,86,73.04,65.35,210,9.20624,0,1017.3,10,Sunday,TRUE,FALSE,-4.60312,-7.972837713,FALSE
585,JFK,2013-07-07 12:00,N361NB,2013,7,7,1154,1200,-6,0,DL,1006,BOS,36,187,12,0,145,84.92,71.96,65.23,200,9.20624,0,1016.8,10,Sunday,TRUE,FALSE,-3.148719524,-8.651035793,FALSE
587,JFK,2013-07-07 13:00,N274JB,2013,7,7,1355,1354,1,-20,B6,118,BOS,37,187,13,54,20,84.92,71.96,65.23,190,12.65858,0,1016.5,10,Sunday,TRUE,FALSE,-2.198139349,-12.46626773,FALSE
589,JFK,2013-07-07 16:00,N238JB,2013,7,7,1655,1636,19,43,B6,918,BOS,57,187,16,36,20,86,73.04,65.35,180,11.5078,0,1014.3,10,Sunday,TRUE,FALSE,1.41E-15,-11.5078,FALSE
590,JFK,2013-07-07 16:00,N361NB,2013,7,7,1937,1625,192,188,DL,402,BOS,37,187,16,25,145,86,73.04,65.35,180,11.5078,0,1014.3,10,Sunday,TRUE,FALSE,1.41E-15,-11.5078,FALSE
594,JFK,2013-07-07 20:00,N339JB,2013,7,7,2112,2000,72,113,B6,418,BOS,40,187,20,0,20,84.92,71.96,65.23,240,12.65858,0,1015.1,10,Sunday,TRUE,FALSE,-10.96265186,-6.32929,FALSE
596,JFK,2013-07-07 21:00,N329JB,2013,7,7,26,2125,181,170,B6,618,BOS,41,187,21,25,20,84.02,73.04,69.64,210,10.35702,0,1014.4,10,Sunday,TRUE,FALSE,-5.17851,-8.969442428,FALSE
597,JFK,2013-07-07 23:00,N178JB,2013,7,7,231,2305,206,195,B6,718,BOS,39,187,23,5,20,82.04,66.02,58.4,260,16.11092,0,1015.7,10,Sunday,TRUE,FALSE,-15.86615892,-2.797631899,FALSE
598,JFK,2013-07-08 6:00,N354JB,2013,7,8,642,645,-3,-7,B6,318,BOS,38,187,6,45,20,75.02,66.92,75.93,260,12.65858,0,1017.1,10,Monday,FALSE,FALSE,-12.46626773,-2.198139349,FALSE
600,JFK,2013-07-08 9:00,N345NB,2013,7,8,913,915,-2,-16,DL,867,BOS,35,187,9,15,145,82.94,69.08,63.03,270,9.20624,0,1016.9,10,Monday,FALSE,FALSE,-9.20624,-1.69E-15,FALSE
601,JFK,2013-07-08 10:00,N324JB,2013,7,8,1014,1017,-3,-3,B6,518,BOS,43,187,10,17,20,84.02,69.08,60.87,230,10.35702,0,1017.2,10,Monday,FALSE,FALSE,-7.933937618,-6.657364129,FALSE
602,JFK,2013-07-08 12:00,N351NB,2013,7,8,1205,1200,5,-10,DL,1006,BOS,34,187,12,0,145,86,68,55.04,200,14.96014,0,1017.1,10,Monday,FALSE,FALSE,-5.116669227,-14.05793316,FALSE
604,JFK,2013-07-08 12:00,N198JB,2013,7,8,1235,1242,-7,-17,B6,1318,BOS,37,187,12,42,20,86,68,55.04,200,14.96014,0,1017.1,10,Monday,FALSE,FALSE,-5.116669227,-14.05793316,FALSE
605,JFK,2013-07-08 13:00,N324JB,2013,7,8,1355,1354,1,-20,B6,118,BOS,33,187,13,54,20,84.92,69.98,60.98,190,14.96014,0,1016.8,10,Monday,FALSE,FALSE,-2.597801049,-14.73286186,FALSE
608,JFK,2013-07-08 16:00,N317JB,2013,7,8,1800,1636,84,99,B6,918,BOS,46,187,16,36,20,84.02,69.08,60.87,180,16.11092,0,1015.7,10,Monday,FALSE,FALSE,1.97E-15,-16.11092,FALSE
612,JFK,2013-07-08 20:00,N273JB,2013,7,8,2249,2000,169,139,B6,418,BOS,33,187,20,0,20,77,68,73.78,220,10.35702,0,1016.8,10,Monday,FALSE,FALSE,-6.657364129,-7.933937618,FALSE
613,JFK,2013-07-08 21:00,N351NB,2013,7,8,216,2145,271,236,DL,985,BOS,33,187,21,45,145,78.98,69.98,73.97,230,14.96014,0,1017.4,10,Monday,FALSE,FALSE,-11.46013212,-9.616192631,FALSE
614,JFK,2013-07-08 23:00,N306JB,2013,7,8,2351,2305,46,32,B6,718,BOS,34,187,23,5,20,78.08,66.02,66.48,250,11.5078,0,1017.6,10,Monday,FALSE,FALSE,-10.81379474,-3.935899405,FALSE
615,JFK,2013-07-09 6:00,N184JB,2013,7,9,641,645,-4,-20,B6,318,BOS,36,187,6,45,20,73.94,69.08,84.8,220,6.90468,0,1018.4,10,Tuesday,FALSE,FALSE,-4.438242753,-5.289291746,FALSE
616,JFK,2013-07-09 7:00,N646JB,2013,7,9,747,749,-2,7,B6,1818,BOS,35,187,7,49,200,75.02,69.08,81.79,220,8.05546,0,1018.6,9,Tuesday,FALSE,FALSE,-5.177949878,-6.17084037,FALSE
618,JFK,2013-07-09 9:00,N351NB,2013,7,9,913,915,-2,-27,DL,867,BOS,33,187,9,15,145,80.06,69.08,69.23,220,9.20624,0,1018.5,10,Tuesday,FALSE,FALSE,-5.917657004,-7.052388994,FALSE
620,JFK,2013-07-09 12:00,N179JB,2013,7,9,1307,1254,13,14,B6,1318,BOS,37,187,12,54,20,84.92,66.92,54.9,180,11.5078,0,1018.1,10,Tuesday,FALSE,FALSE,1.41E-15,-11.5078,FALSE
622,JFK,2013-07-09 12:00,N319NB,2013,7,9,1208,1200,8,-1,DL,1006,BOS,36,187,12,0,145,84.92,66.92,54.9,180,11.5078,0,1018.1,10,Tuesday,FALSE,FALSE,1.41E-15,-11.5078,FALSE
623,JFK,2013-07-09 13:00,N190JB,2013,7,9,1346,1354,-8,-19,B6,118,BOS,36,187,13,54,20,82.94,71.06,67.44,180,11.5078,0,1017.9,10,Tuesday,FALSE,FALSE,1.41E-15,-11.5078,FALSE
624,JFK,2013-07-09 14:00,N326NB,2013,7,9,1450,1455,-5,-4,DL,1164,BOS,41,187,14,55,145,84.02,71.96,67.15,170,12.65858,0,1017.4,10,Tuesday,FALSE,FALSE,2.198139349,-12.46626773,FALSE
625,JFK,2013-07-09 16:00,N179JB,2013,7,9,1650,1636,14,29,B6,918,BOS,49,187,16,36,20,82.04,69.98,66.93,240,10.35702,0,1016.4,10,Tuesday,FALSE,FALSE,-8.969442428,-5.17851,FALSE
626,JFK,2013-07-09 16:00,N319NB,2013,7,9,1635,1625,10,22,DL,402,BOS,50,187,16,25,145,82.04,69.98,66.93,240,10.35702,0,1016.4,10,Tuesday,FALSE,FALSE,-8.969442428,-5.17851,FALSE
629,JFK,2013-07-09 19:00,N931XJ,2013,7,9,2114,1930,104,82,9E,3385,BOS,34,187,19,30,95,77,71.06,81.92,190,11.5078,0,1016.4,10,Tuesday,FALSE,FALSE,-1.998308499,-11.33297066,FALSE
630,JFK,2013-07-09 20:00,N353JB,2013,7,9,1958,2000,-2,-6,B6,418,BOS,35,187,20,0,20,78.08,71.96,81.5,200,8.05546,0,1016.1,10,Tuesday,FALSE,FALSE,-2.755129584,-7.569656319,FALSE
632,JFK,2013-07-09 23:00,N183JB,2013,7,9,2349,2305,44,39,B6,718,BOS,37,187,23,5,20,78.08,69.98,76.19,230,5.7539,0,1017,10,Tuesday,FALSE,FALSE,-4.407743121,-3.698535627,FALSE
633,JFK,2013-07-10 6:00,N190JB,2013,7,10,641,645,-4,9,B6,318,BOS,63,187,6,45,20,73.04,69.98,90.14,180,6.90468,0,1015.3,8,Wednesday,FALSE,FALSE,8.46E-16,-6.90468,FALSE
635,JFK,2013-07-10 9:00,N324NB,2013,7,10,907,915,-8,-22,DL,867,BOS,36,187,9,15,145,77,71.06,81.92,180,6.90468,0,1014.3,9,Wednesday,FALSE,FALSE,8.46E-16,-6.90468,FALSE
637,JFK,2013-07-10 12:00,N238JB,2013,7,10,1259,1242,17,69,B6,1318,BOS,67,187,12,42,20,84.02,73.94,71.78,210,13.80936,0,1013.1,10,Wednesday,FALSE,FALSE,-6.90468,-11.95925657,FALSE
638,JFK,2013-07-10 12:00,N362NB,2013,7,10,1223,1200,23,30,DL,1006,BOS,34,187,12,0,145,84.02,73.94,71.78,210,13.80936,0,1013.1,10,Wednesday,FALSE,FALSE,-6.90468,-11.95925657,FALSE
643,JFK,2013-07-10 16:00,N307JB,2013,7,10,2257,1636,381,412,B6,918,BOS,54,187,16,36,20,82.04,73.04,74.25,180,6.90468,0.04,1010.6,10,Wednesday,FALSE,FALSE,8.46E-16,-6.90468,TRUE
647,JFK,2013-07-10 20:00,N317JB,2013,7,10,2330,2000,210,233,B6,418,BOS,43,187,20,0,20,75.02,71.06,87.5,190,8.05546,0,1010.7,10,Wednesday,FALSE,FALSE,-1.398815949,-7.933079462,FALSE
649,JFK,2013-07-10 23:00,N373JB,2013,7,10,144,2305,159,142,B6,718,BOS,39,187,23,5,20,75.02,71.96,90.22,210,6.90468,0,1010.5,10,Wednesday,FALSE,FALSE,-3.45234,-5.979628285,FALSE
650,JFK,2013-07-11 6:00,N309JB,2013,7,11,644,645,-1,-7,B6,318,BOS,39,187,6,45,20,75.02,69.98,84.34,210,8.05546,0,1010.7,10,Thursday,FALSE,FALSE,-4.02773,-6.976232999,FALSE
652,JFK,2013-07-11 9:00,N364NB,2013,7,11,926,915,11,10,DL,867,BOS,56,187,9,15,145,77,71.96,84.46,230,12.65858,0,1011.3,10,Thursday,FALSE,FALSE,-9.697034867,-8.13677838,FALSE
653,JFK,2013-07-11 10:00,N355JB,2013,7,11,1043,1017,26,23,B6,518,BOS,40,187,10,17,20,80.96,71.06,71.92,290,8.05546,0,1011.4,10,Thursday,FALSE,FALSE,-7.569656319,2.755129584,FALSE
655,JFK,2013-07-11 12:00,N355NB,2013,7,11,1157,1200,-3,-23,DL,1006,BOS,37,187,12,0,145,82.04,64.94,56.24,330,8.05546,0,1011.6,10,Thursday,FALSE,FALSE,-4.02773,6.976232999,FALSE
657,JFK,2013-07-11 13:00,N318JB,2013,7,11,1639,1354,165,168,B6,118,BOS,43,187,13,54,20,82.94,64.94,54.63,350,6.90468,0,1011.3,10,Thursday,FALSE,FALSE,-1.198985099,6.799782396,FALSE
658,JFK,2013-07-11 14:00,N722TW,2013,7,11,1450,1455,-5,-20,DL,1164,BOS,40,187,14,55,178,84.92,64.94,51.25,320,5.7539,0,1011.1,10,Thursday,FALSE,FALSE,-3.698535627,4.407743121,FALSE
659,JFK,2013-07-11 16:00,N326NB,2013,7,11,1639,1625,14,4,DL,402,BOS,41,187,16,25,145,87.08,64.94,47.83,0,0,0,1010.9,10,Thursday,FALSE,FALSE,0,0,FALSE
663,JFK,2013-07-11 19:00,N604LR,2013,7,11,1932,1930,2,-11,9E,3385,BOS,40,187,19,30,95,77,69.08,76.57,190,8.05546,0,1012.2,10,Thursday,FALSE,FALSE,-1.398815949,-7.933079462,FALSE
664,JFK,2013-07-11 20:00,N358JB,2013,7,11,2008,2000,8,3,B6,418,BOS,44,187,20,0,20,75.02,69.98,84.34,0,0,0,1012.7,10,Thursday,FALSE,FALSE,0,0,FALSE
665,JFK,2013-07-11 21:00,N326NB,2013,7,11,2147,2145,2,-28,DL,985,BOS,37,187,21,45,145,75.92,69.98,81.85,10,3.45234,0,1013.1,10,Thursday,FALSE,FALSE,0.59949255,3.399891198,FALSE
666,JFK,2013-07-11 23:00,N328JB,2013,7,11,2354,2305,49,33,B6,718,BOS,31,187,23,5,20,77,64.04,64.3,40,4.60312,0,1013.4,10,Thursday,FALSE,FALSE,2.958828502,3.526194497,FALSE
667,JFK,2013-07-12 6:00,N190JB,2013,7,12,707,645,22,16,B6,318,BOS,35,187,6,45,20,73.94,62.06,66.43,30,11.5078,0,1015.6,10,Friday,FALSE,FALSE,5.7539,9.966047142,FALSE
671,JFK,2013-07-12 12:00,N374JB,2013,7,12,1241,1242,-1,-1,B6,1318,BOS,39,187,12,42,20,77,66.02,68.9,50,12.65858,0,1017.2,10,Friday,FALSE,FALSE,9.697034867,8.13677838,FALSE
672,JFK,2013-07-12 12:00,N323NB,2013,7,12,1156,1200,-4,-14,DL,1006,BOS,36,187,12,0,145,77,66.02,68.9,50,12.65858,0,1017.2,10,Friday,FALSE,FALSE,9.697034867,8.13677838,FALSE
674,JFK,2013-07-12 13:00,N348JB,2013,7,12,1353,1354,-1,-4,B6,118,BOS,35,187,13,54,20,77,66.92,71.08,50,13.80936,0,1017.2,10,Friday,FALSE,FALSE,10.57858349,8.876485506,FALSE
675,JFK,2013-07-12 14:00,N704X,2013,7,12,1454,1455,-1,-30,DL,1164,BOS,35,187,14,55,178,75.92,68,76.48,50,14.96014,0,1017.2,10,Friday,FALSE,FALSE,11.46013212,9.616192631,FALSE
676,JFK,2013-07-12 16:00,N374JB,2013,7,12,1656,1636,20,46,B6,918,BOS,36,187,16,36,20,71.96,68,87.35,100,12.65858,0,1017.2,7,Friday,FALSE,FALSE,12.46626773,-2.198139349,FALSE
677,JFK,2013-07-12 16:00,N329NB,2013,7,12,1625,1625,0,14,DL,402,BOS,38,187,16,25,145,71.96,68,87.35,100,12.65858,0,1017.2,7,Friday,FALSE,FALSE,12.46626773,-2.198139349,FALSE
680,JFK,2013-07-12 19:00,N924XJ,2013,7,12,1935,1930,5,49,9E,3385,BOS,32,187,19,30,95,71.06,68,90.06,80,11.5078,0.07,1018.3,4,Friday,FALSE,FALSE,11.33297066,1.998308499,TRUE
689,JFK,2013-07-13 13:00,N298JB,2013,7,13,1423,1354,29,9,B6,118,BOS,32,187,13,54,20,84.02,73.04,69.64,90,8.05546,0,1023.9,10,Saturday,TRUE,FALSE,8.05546,4.93E-16,FALSE
692,JFK,2013-07-13 16:00,N236JB,2013,7,13,1635,1636,-1,-14,B6,918,BOS,36,187,16,36,20,80.06,73.94,81.63,130,8.05546,0,1024.2,9,Saturday,TRUE,FALSE,6.17084037,-5.177949878,FALSE
693,JFK,2013-07-13 16:00,N318NB,2013,7,13,1620,1625,-5,-40,DL,402,BOS,32,187,16,25,145,80.06,73.94,81.63,130,8.05546,0,1024.2,9,Saturday,TRUE,FALSE,6.17084037,-5.177949878,FALSE
696,JFK,2013-07-13 20:00,N316JB,2013,7,13,2038,2010,28,64,B6,418,BOS,40,187,20,10,20,77,73.04,87.6,150,8.05546,0,1025,9,Saturday,TRUE,FALSE,4.02773,-6.976232999,FALSE
698,JFK,2013-07-13 21:00,N228JB,2013,7,13,2231,2125,66,66,B6,618,BOS,42,187,21,25,20,75.92,73.04,90.8,170,10.35702,0,1025.4,10,Saturday,TRUE,FALSE,1.798477649,-10.19967359,FALSE
699,JFK,2013-07-13 23:00,N339JB,2013,7,13,52,2305,107,92,B6,718,BOS,35,187,23,5,20,73.94,71.96,93.54,200,3.45234,0,1025.5,6,Saturday,TRUE,FALSE,-1.180769822,-3.244138422,FALSE
700,JFK,2013-07-14 6:00,N273JB,2013,7,14,643,645,-2,-15,B6,318,BOS,34,187,6,45,20,75.02,73.04,93.57,210,9.20624,0,1027.2,10,Sunday,TRUE,FALSE,-4.60312,-7.972837713,FALSE
702,JFK,2013-07-14 9:00,N318NB,2013,7,14,912,915,-3,-18,DL,867,BOS,40,187,9,15,145,84.02,73.04,69.64,270,11.5078,0,1026.9,10,Sunday,TRUE,FALSE,-11.5078,-2.11E-15,FALSE
703,JFK,2013-07-14 10:00,N351JB,2013,7,14,1017,1017,0,-17,B6,518,BOS,35,187,10,17,20,87.08,73.04,63.14,240,13.80936,0,1026.8,10,Sunday,TRUE,FALSE,-11.95925657,-6.90468,FALSE
706,JFK,2013-07-14 13:00,N274JB,2013,7,14,1415,1354,21,0,B6,118,BOS,37,187,13,54,20,87.98,71.96,59.16,200,18.41248,0,1026.1,10,Sunday,TRUE,FALSE,-6.297439049,-17.30207159,FALSE
707,JFK,2013-07-14 14:00,N361NB,2013,7,14,1457,1455,2,-22,DL,1164,BOS,33,187,14,55,145,87.98,71.06,57.39,220,17.2617,0,1025.8,10,Sunday,TRUE,FALSE,-11.09560688,-13.22322936,FALSE
708,JFK,2013-07-14 16:00,N229JB,2013,7,14,1709,1636,33,7,B6,918,BOS,36,187,16,36,20,84.02,71.96,67.15,190,14.96014,0,1024.8,10,Sunday,TRUE,FALSE,-2.597801049,-14.73286186,FALSE
709,JFK,2013-07-14 16:00,N358NB,2013,7,14,1622,1625,-3,-31,DL,402,BOS,35,187,16,25,145,84.02,71.96,67.15,190,14.96014,0,1024.8,10,Sunday,TRUE,FALSE,-2.597801049,-14.73286186,FALSE
711,JFK,2013-07-14 19:00,N937XJ,2013,7,14,1918,1930,-12,-9,9E,3385,BOS,34,187,19,30,95,78.98,71.96,79.12,190,14.96014,0,1024.2,10,Sunday,TRUE,FALSE,-2.597801049,-14.73286186,FALSE
713,JFK,2013-07-14 20:00,N216JB,2013,7,14,1958,2000,-2,-4,B6,418,BOS,35,187,20,0,20,77,71.96,84.46,190,11.5078,0,1024.5,10,Sunday,TRUE,FALSE,-1.998308499,-11.33297066,FALSE
714,JFK,2013-07-14 21:00,N298JB,2013,7,14,2127,2125,2,-14,B6,618,BOS,41,187,21,25,20,78.08,73.04,84.53,200,8.05546,0,1024.8,10,Sunday,TRUE,FALSE,-2.755129584,-7.569656319,FALSE
715,JFK,2013-07-14 21:00,N358NB,2013,7,14,2139,2145,-6,-23,DL,985,BOS,39,187,21,45,145,78.08,73.04,84.53,200,8.05546,0,1024.8,10,Sunday,TRUE,FALSE,-2.755129584,-7.569656319,FALSE
716,JFK,2013-07-14 23:00,N206JB,2013,7,14,2301,2305,-4,-10,B6,718,BOS,40,187,23,5,20,78.98,73.04,82.06,220,8.05546,0,1024.4,10,Sunday,TRUE,FALSE,-5.177949878,-6.17084037,FALSE
717,JFK,2013-07-15 6:00,N190JB,2013,7,15,642,645,-3,-6,B6,318,BOS,35,187,6,45,20,78.98,71.06,76.74,270,10.35702,0,1024.3,10,Monday,FALSE,FALSE,-10.35702,-1.90E-15,FALSE
719,JFK,2013-07-15 9:00,N321NB,2013,7,15,912,915,-3,-27,DL,867,BOS,40,187,9,15,145,89.96,69.08,50.39,300,10.35702,0,1023.6,10,Monday,FALSE,FALSE,-8.969442428,5.17851,FALSE
721,JFK,2013-07-15 12:00,N258JB,2013,7,15,1238,1242,-4,-12,B6,1318,BOS,38,187,12,42,20,91.94,68,45.63,310,4.60312,0,1022.3,10,Monday,FALSE,FALSE,-3.526194497,2.958828502,FALSE
723,JFK,2013-07-15 12:00,N333NB,2013,7,15,1150,1200,-10,-6,DL,1006,BOS,32,187,12,0,145,91.94,68,45.63,310,4.60312,0,1022.3,10,Monday,FALSE,FALSE,-3.526194497,2.958828502,FALSE
724,JFK,2013-07-15 13:00,N306JB,2013,7,15,1352,1354,-2,-21,B6,118,BOS,35,187,13,54,20,91.94,71.96,52.24,200,9.20624,0,1021.8,10,Monday,FALSE,FALSE,-3.148719524,-8.651035793,FALSE
725,JFK,2013-07-15 14:00,N710TW,2013,7,15,1447,1455,-8,-39,DL,1164,BOS,34,187,14,55,178,91.94,71.06,50.67,260,4.60312,0,1021.6,10,Monday,FALSE,FALSE,-4.533188264,-0.7993234,FALSE
726,JFK,2013-07-15 16:00,N331NB,2013,7,15,1625,1625,0,-17,DL,402,BOS,33,187,16,25,145,95,68,41.5,360,8.05546,0,1020.5,10,Monday,FALSE,FALSE,-1.97E-15,8.05546,FALSE
729,JFK,2013-07-15 19:00,N933XJ,2013,7,15,1925,1930,-5,-30,9E,3385,BOS,38,187,19,30,95,91.04,71.06,52.11,50,4.60312,0,1020.4,10,Monday,FALSE,FALSE,3.526194497,2.958828502,FALSE
731,JFK,2013-07-15 20:00,N324JB,2013,7,15,1957,2000,-3,-31,B6,418,BOS,41,187,20,0,20,84.02,71.06,65.13,170,3.45234,0,1020.7,10,Monday,FALSE,FALSE,0.59949255,-3.399891198,FALSE
732,JFK,2013-07-15 21:00,N331NB,2013,7,15,2146,2145,1,-24,DL,985,BOS,45,187,21,45,145,84.02,71.96,67.15,0,0,0,1021.1,10,Monday,FALSE,FALSE,0,0,FALSE
733,JFK,2013-07-15 23:00,N316JB,2013,7,15,2301,2305,-4,-3,B6,718,BOS,46,187,23,5,20,82.94,71.06,67.44,0,0,0,1021.3,10,Monday,FALSE,FALSE,0,0,FALSE
734,JFK,2013-07-16 6:00,N355JB,2013,7,16,642,645,-3,-9,B6,318,BOS,37,187,6,45,20,80.96,66.02,60.49,350,14.96014,0,1022.1,10,Tuesday,FALSE,FALSE,-2.597801049,14.73286186,FALSE
735,JFK,2013-07-16 7:00,N570JB,2013,7,16,800,749,11,-6,B6,1818,BOS,33,187,7,49,200,82.94,66.02,56.72,350,12.65858,0,1022.4,10,Tuesday,FALSE,FALSE,-2.198139349,12.46626773,FALSE
737,JFK,2013-07-16 9:00,N337NB,2013,7,16,1144,915,149,124,DL,867,BOS,32,187,9,15,145,87.98,64.94,46.48,350,14.96014,0,1022.3,10,Tuesday,FALSE,FALSE,-2.597801049,14.73286186,FALSE
740,JFK,2013-07-16 12:00,N198JB,2013,7,16,1245,1254,-9,-16,B6,1318,BOS,35,187,12,54,20,93.92,62.06,34.88,20,13.80936,0,1021.6,10,Tuesday,FALSE,FALSE,4.723079286,12.97655369,FALSE
742,JFK,2013-07-16 13:00,N183JB,2013,7,16,1427,1354,33,16,B6,118,BOS,38,187,13,54,20,95,60.08,31.45,20,13.80936,0,1021.2,10,Tuesday,FALSE,FALSE,4.723079286,12.97655369,FALSE
743,JFK,2013-07-16 14:00,N333NB,2013,7,16,1453,1455,-2,2,DL,1164,BOS,35,187,14,55,145,96.08,62.06,32.64,360,12.65858,0,1021,10,Tuesday,FALSE,FALSE,-3.10E-15,12.65858,FALSE
745,JFK,2013-07-16 16:00,N368NB,2013,7,16,1624,1625,-1,-10,DL,402,BOS,33,187,16,25,145,93.92,60.98,33.57,360,11.5078,0,1020.5,10,Tuesday,FALSE,FALSE,-2.82E-15,11.5078,FALSE
747,JFK,2013-07-16 19:00,N931XJ,2013,7,16,1939,1930,9,-14,9E,3385,BOS,34,187,19,30,95,91.04,60.08,35.57,360,12.65858,0,1020.7,10,Tuesday,FALSE,FALSE,-3.10E-15,12.65858,FALSE
